TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction,Details
19.46423,1,Training,2,Body,Shelves,Hand Interaction,MIN1 Selected
24.14195,1,Training,2,Body,Shelves,Hand Interaction,MIN1 Selected
25.69749,1,Training,2,Body,Shelves,Hand Interaction,MAX1 Selected
27.34192,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Selected
28.05302,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Selected
28.49746,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.5419,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.59746,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.6419,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.69746,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.7419,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.78635,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.83079,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.87523,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.89746,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.93079,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
28.96412,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.00857,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.03079,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.06412,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.09745,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.13079,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.17523,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.20856,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.2419,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.27523,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.30856,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.3419,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.37523,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.39745,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.44189,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.48634,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
29.50856,1,Training,2,Body,Shelves,Hand Interaction,MIN3 Grabbed
30.84188,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
30.87521,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
30.90854,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
30.95299,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
30.98632,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
31.0641,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
31.10854,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
31.13077,1,Training,2,Body,Shelves,Hand Interaction,MIN2 Grabbed
