Timestamp	QuestionID	Name	Position.x	Position.y	Position.z	Rotation.x	Rotation.y	Rotation.z	Rotation.w	Status
2.479607	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.479607	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.479607	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.479607	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.479607	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.501831	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.501831	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.501831	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.501831	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.501831	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.501831	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.524048	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.524048	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.524048	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.524048	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.524048	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.524048	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.546272	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.546272	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.546272	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.546272	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.546272	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.546272	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.568497	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.568497	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.568497	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.568497	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.568497	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.568497	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.590714	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.590714	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.590714	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.590714	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.590714	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.590714	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.612938	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.612938	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.612938	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.612938	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.612938	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.612938	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.635162	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.635162	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.635162	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.635162	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.635162	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.635162	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.657379	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.657379	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.657379	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.657379	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.657379	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.657379	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.679604	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.679604	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.679604	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.679604	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.679604	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.679604	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.701828	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.701828	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.701828	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.701828	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.701828	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.701828	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.724045	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.724045	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.724045	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.724045	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.724045	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.724045	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.746269	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.746269	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.746269	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.746269	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.746269	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.746269	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.768494	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.768494	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.768494	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.768494	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.768494	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.768494	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.79071	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.79071	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.79071	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.79071	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.79071	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.79071	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.812935	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.812935	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.812935	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.812935	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.812935	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.812935	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.835159	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.835159	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.835159	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.835159	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.835159	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.835159	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.857384	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.857384	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.857384	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.857384	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.857384	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.857384	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.879601	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.879601	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.879601	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.879601	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.879601	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.879601	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.901825	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.901825	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.901825	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.901825	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.901825	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.901825	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.924049	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.924049	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.924049	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.924049	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.924049	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.924049	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.946266	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.946266	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.946266	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.946266	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.946266	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.946266	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.968491	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.968491	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.968491	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.968491	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.968491	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.968491	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
2.990715	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
2.990715	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
2.990715	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
2.990715	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
2.990715	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
2.990715	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.012932	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.012932	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.012932	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.012932	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.012932	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.012932	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.035156	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.035156	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.035156	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.035156	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.035156	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.035156	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.057381	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.057381	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.057381	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.057381	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.057381	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.057381	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.079597	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.079597	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.079597	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.079597	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.079597	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.079597	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.101822	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.101822	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.101822	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.101822	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.101822	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.101822	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.124046	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.124046	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.124046	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.124046	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.124046	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.124046	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.146263	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.146263	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.146263	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.146263	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.146263	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.146263	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.168488	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.168488	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.168488	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.168488	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.168488	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.168488	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.190712	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.190712	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.190712	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.190712	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.190712	9	MIN2	-0.0746	0.0248	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.190712	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.212929	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.212929	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.212929	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.212929	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.212929	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.212929	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.235153	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.235153	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.235153	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.235153	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.235153	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.235153	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.257378	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.257378	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.257378	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.257378	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.257378	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.257378	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.279594	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.279594	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.279594	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.279594	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.279594	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.279594	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.301819	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.301819	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.301819	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.301819	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.301819	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.301819	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.324043	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.324043	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.324043	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.324043	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.324043	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.324043	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.34626	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.34626	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.34626	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.34626	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.34626	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.34626	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.368484	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.368484	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.368484	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.368484	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.368484	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.368484	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.390709	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.390709	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.390709	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.390709	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.390709	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.390709	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.412926	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.412926	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.412926	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.412926	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.412926	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.412926	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.43515	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.43515	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.43515	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.43515	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.43515	9	MIN2	-0.0746	0.0249	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.43515	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.457375	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.457375	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.457375	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.457375	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
3.457375	9	MIN2	-0.0746	0.0247	-0.3056	0.7065	0.0268	-0.0268	0.7067	highlighted
3.457375	9	MIN3	-0.5364	0.0250	0.7285	0.7071	0.0000	0.0000	0.7071	
3.479599	9	MAX3	0.0573	0.0250	0.0037	0.7054	0.0486	-0.0486	0.7055	highlighted
3.479599	9	MIN1	0.5140	0.0250	0.1307	0.7071	0.0000	0.0000	0.7071	highlighted
3.479599	9	MAX1	0.8237	0.0250	-0.1370	0.7071	0.0000	0.0000	0.7071	
3.479599	9	MAX2	0.7731	0.0250	0.8183	0.7071	0.0000	0.0000	0.7071	
